"=""Статистика недоступности электронных сервисов""";

"=""Выберите узел СМЭВ""";"=""00 Федеральный уровень""";
"=""Выберите поставщика сервиса""";"=""""";
"=""Выберите информационные системы""";"=""""";
"=""Выберите сервисы""";"=""""";
"=""Выберите период формирования отчета с""";"=""07.02.2014""";
"=""по""";"=""13.02.2014""";
"=""Время генерации отчета""";"=""14.07.2014 12:31:56""";

"=""Сводные показатели""";

"=""Ведомство""";"=""Сервис""";"=""Кол-во отключений сервиса за период""";"=""Общее время недоступности за период""";"=""Самый продолжительный интервал недоступности""";"=""Среднее время недоступности""";"=""Общее время недоступности, без учета кратковременных прерываний""";
"=""Роскомнадзор""";"=""(00-SID0003200) - Предоставление сведений из свидетельства о регистрации средства массовой информации""";"=""2""";"=""00:28:42""";"=""00:27:35""";"=""00:14:21""";"=""00:27:35""";
"=""Роскомнадзор""";"=""(00-SID0003225) - Предоставление сведений из лицензии на осуществление деятельности по оказанию услуг связи""";"=""3""";"=""00:25:54""";"=""00:24:04""";"=""00:08:38""";"=""00:24:04""";
"=""Роскомнадзор""";"=""(00-SID0003274) - Предоставление сведений из разрешения на использование радиочастот (радиочастотных каналов)""";"=""2""";"=""00:25:32""";"=""00:19:32""";"=""00:12:46""";"=""00:25:32""";
"=""Роскомнадзор""";"=""(00-SID0003374) - Предоставление сведений из разрешения на использование радиочастот (радиочастотных каналов)""";"=""2""";"=""00:21:50""";"=""00:17:18""";"=""00:10:55""";"=""00:17:18""";
"=""Роскомнадзор""";"=""(00-SID0003375) - Предоставление сведений из свидетельства о регистрации средства массовой информации""";"=""2""";"=""00:34:15""";"=""00:24:45""";"=""00:17:07""";"=""00:24:45""";
"=""Роскомнадзор""";"=""(00-SID0003378) - Предоставление выгрузок из списка заявок на регистрацию (актуализацию)  Федеральных государственных информационных систем и выгрузок из реестра Федеральных государственных информационных систем""";"=""3""";"=""00:26:12""";"=""00:24:00""";"=""00:08:44""";"=""00:24:00""";
"=""Роскомнадзор""";"=""(00-SID0003419) - Предоставление сведений из лицензии на осуществление деятельности по оказанию услуг связи""";"=""1""";"=""00:24:00""";"=""00:24:00""";"=""00:24:00""";"=""00:24:00""";
"=""Роскомнадзор""";"=""(00-SID0003422) - Предоставление сведений из лицензии на осуществление деятельности в области телевизионного вещания и (или) радиовещания""";"=""1""";"=""00:22:12""";"=""00:22:12""";"=""00:22:12""";"=""00:22:12""";
"=""Роскомнадзор""";"=""(00-SID0003527) - Приём заявлений , подписанных квалифицированной электронно-цифровой подписью, с Единого портала государственных услуг""";"=""2""";"=""00:24:10""";"=""00:18:07""";"=""00:12:05""";"=""00:24:10""";
"=""Роскомнадзор""";"(00-SID0003599) - ""Предоставление выгрузок из реестра радиоэлектронных средств и высокочастотных устройств гражданского назначения, разрешенных для ввоза на территорию Российской Федерации """;"=""1""";"=""00:24:01""";"=""00:24:01""";"=""00:24:01""";"=""00:24:01""";
"=""Роскомнадзор""";"=""(00-SID0003733) - Предоставление выгрузок из реестра средств массовой информации""";"=""3""";"=""00:23:25""";"=""00:16:01""";"=""00:07:48""";"=""00:22:04""";
"=""Роскосмос""";"=""(00-SID0003756) - Сервис приема заявлений на лицензирование космической деятельности""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роскосмос""";"=""(00-SID0003763) - Сервис приема заявлений по обращениям граждан""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рослесхоз""";"=""(00-SID0003198) - Электронный сервис по предоставлению выписки из лесной декларации""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росмолодежь""";"=""(00-SID0003280) - Ведение Федерального реестра молодежных и детских общественных организаций, пользующихся государственной поддержкой""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003269) - Сервис передачи сведений из перечня портов с указанием портов общего пользования, видов осуществляемых в портах операций, опубликованного в Сборнике правил и тарифов внутреннего водного транспорта""";"=""3""";"=""167:53:21""";"=""110:15:42""";"=""55:57:47""";"=""167:53:21""";
"=""Росморречфлот""";"=""(00-SID0003270) - Сервис предоставления сведений об охране портовых средств""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003271) - Сервис предоставления сведений об охране судов.""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003272) - Сервис передачи сведений из реестра морских портов Российской Федерации""";"=""3""";"=""167:57:33""";"=""110:15:43""";"=""55:59:11""";"=""167:57:33""";
"=""Росморречфлот""";"=""(00-SID0003273) - Сервис подтверждения нахождения судна в собственностии принадлежности Российской Федерации""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003394) - Сервис передачи сведений из перечня портов с указанием портов общего пользования, видов осуществляемых в портах операций, опубликованного в Сборнике правил и тарифов внутреннего водного транспорта""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003403) - Сервис приема заявлений о проведении аккредитации специализированных организаций в области обеспечения транспортной безопасности в установленной сфере деятельности""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003404) - Сервис приема заявлений на выдачу разрешения на перевозки и буксировку в каботаже судами, плавающими под флагом иностранного государства, а также судами, зарегистрированными в Российском международном реестре судов""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003405) - Сервис приема заявлений на выдачу заключений о наличии неразрывной связи объектов инфраструктуры морского порта и об обеспечении технологического процесса оказания услуг в морском порту""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003406) - Сервис передачи сведений из реестра морских портов РФ""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росморречфлот""";"=""(00-SID0003678) - Электронный сервис предоставления сведений об охране судов""";"=""2""";"=""00:02:49""";"=""00:02:05""";"=""00:01:24""";"=""00:00:00""";
"=""Росморречфлот""";"=""(00-SID0003753) - Сервис предоставления сведений о наличии судов внутреннего плавания""";"=""3""";"=""00:05:57""";"=""00:02:22""";"=""00:01:59""";"=""00:00:00""";
"=""Росморречфлот""";"=""(00-SID0003757) - Электронный сервис предоставления сведений об охране судов""";"=""2""";"=""00:02:33""";"=""00:02:23""";"=""00:01:16""";"=""00:00:00""";
"=""Росморречфлот""";"=""(00-SID0003758) - Электронный сервис предоставления органам государственной власти сведений об охране портовых средств (МК ОСПС)""";"=""2""";"=""00:00:48""";"=""00:00:44""";"=""00:00:24""";"=""00:00:00""";
"=""Росморречфлот""";"=""(00-SID0003759) - Электронный сервис для работы с заявками получателей государственных услуг с потрала www.gosuslugi.ru""";"=""2""";"=""00:00:45""";"=""00:00:24""";"=""00:00:22""";"=""00:00:00""";
"=""Росморречфлот""";"=""(00-SID0003760) - Электронный сервис для работы с организационной структурой ведомства""";"=""1""";"=""00:00:06""";"=""00:00:06""";"=""00:00:06""";"=""00:00:00""";
"=""Рособоронзаказ""";"=""(00-SID0003664) - Сервис для приема заявок с Единого портала государственных услуг""";"=""4""";"=""00:09:04""";"=""00:03:48""";"=""00:02:16""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003022) - Сервис приема заявлений на лицензирование образовательной деятельности""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003110) - Сервис предоставления сведений о результатах единого государственного экзамена""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003172) - Сервис предоставления информации о наличии сведений об аккредитованной организации в Реестре аккредитованных образовательных учреждений и научных организаций""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003184) - Сервис предоставления информации о наличии сведений о выданной лицензии на осуществление образовательной деятельности в Реестре лицензий""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003185) - Cервис предоставления информации о наличии в информационной системе Рособрнадзора сведений о выдаче свидетельства о признании документа иностранного государства об уровне образования и(или) квалификации на территории Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003317) - Сервис приема заявлений об установлении в Российской Федерации эквивалентности документов иностранных государств об образовании, установление и признание такой эквивалентности""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003384) - Сервис предоставления информации о выданной лицензии на осуществление образовательной деятельности в Реестре лицензий""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003455) - Сервис приема заявлений с ПГУ на лицензирование образовательной деятельности""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003689) - Сервис приема заявлений об установлении в Российской Федерации эквивалентности документов иностранных государств об образовании, установление и признание такой эквивалентности""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Рособрнадзор""";"=""(00-SID0003729) - Сервис приема заявлений с ПГУ на государственную аккредитацию образовательной деятельности""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспатент""";"(00-SID0003066) - Веб-сервис приема материалов заявок в архивированном виде о получении патентов Российской Федерации на изобретение, полезную модель, промышленный образец, а также о регистрации товарного знака, знака обслуживания, свидетельств на наименование места происхождения товара, и признании общеизвестного в Российской Федерации товарного знака.";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспатент""";"=""(00-SID0003189) - Веб-сервис передачи сведений о зарегистрированных объектах интеллектуальной собственности и получения сведений из ФОИВ при осуществлении электронного взаимодействия с органами исполнительной власти""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Роспатент""";"=""(00-SID0003323) - Веб-сервис передачи сведений о зарегистрированных объектах интеллектуальной собственностипри осуществлении электронного взаимодействия с органами""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003068) - Сервис приема заявления на предоставление субсидий в сфере электронных средств массовой информации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"(00-SID0003069) - Сервис приема заявления для получения справки на использование льгот, предусмотренных законодательством РФ для книжной продукции (ИФ ""Заявление на получение льгот для книжной продукции"")";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003070) - Сервис приема заявления для предоставление субсидий для выпуска периодических изданий для инвалидов по зрению""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003071) - Сервис приема заявления для получение льгот для полиграфической продукции""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003072) - Сервис приема заявления для предоставление субсидий для выпуска периодических изданий для инвалидов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"(00-SID0003073) - Сервис приема заявления для получения справки на использование льгот, предусмотренных законодательством РФ для периодических печатных изданий (ИФ ""Заявление на получение льгот для периодических печатных изданий"")";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003074) - Сервис приема заявления для  получение субсидий на реализацию социально значимых проектов в периодических печатных СМИ""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003075) - Сервис приема запроса о тиражах периодических печатных СМИ в адрес Федерального агентства по печати и массовым коммуникациям""";"=""2""";"=""00:01:15""";"=""00:01:12""";"=""00:00:37""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003121) - Сервис приема обращений граждан""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспечать""";"=""(00-SID0003256) - Электронный сервис «Предоставление справки на право пользования льготами средства массовой информации»""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Роспечать""";"=""(00-SID0003754) - Сервис предоставления подтверждений о целевом назначении ввозимых материалов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003159) - Получение сведений из санитарно-эпидемиологических заключений о соответствии (несоответствии) видов деятельности (работ, услуг) требованиям государственных санитарно-эпидемиологических правил и нормативов""";"=""1""";"=""00:03:01""";"=""00:03:01""";"=""00:03:01""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003164) - Получение сведений из санитарно-эпидемиологических заключений о соответствии (несоответствии) проектной документации требованиям государственных санитарно-эпидемиологических правил и нормативов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003165) - Получение сведений из Акта о случае профессионального заболевания и санитарно-гигиенической характеристики условий труда работника""";"=""1""";"=""00:04:48""";"=""00:04:48""";"=""00:04:48""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003219) - Получение письма, содержащего заключение по токсиколого-гигигенической экспертизе пестицида или агрохимиката""";"=""1""";"=""00:01:41""";"=""00:01:41""";"=""00:01:41""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003364) - Получение сведений из санитарно-эпидемиологических заключений о соответствии (несоответствии) видов деятельности (работ, услуг) требованиям государственных санитарно-эпидемиологических правил и нормативов  (версия 2)""";"=""3""";"=""00:04:09""";"=""00:02:07""";"=""00:01:23""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003365) - Получение сведений из санитарно-эпидемиологических заключений о соответствии (несоответствии) проектной документации требованиям государственных санитарно-эпидемиологических правил и нормативов (версия 2)""";"=""5""";"=""00:04:54""";"=""00:01:44""";"=""00:00:58""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003369) - Получение сведений из Акта о случае профессионального заболевания и санитарно-гигиенической характеристики условий труда работника (версия 2)""";"=""8""";"=""00:15:14""";"=""00:05:44""";"=""00:01:54""";"=""00:05:44""";
"=""Роспотребнадзор""";"=""(00-SID0003372) - Получение письма, содержащего заключение по токсиколого-гигигенической экспертизе пестицида или агрохимиката  (версия 2)""";"=""6""";"=""00:18:24""";"=""00:05:21""";"=""00:03:04""";"=""00:05:21""";
"=""Роспотребнадзор""";"=""(00-SID0003397) - Получение письма, содержащего заключение по токсиколого-гигигенической экспертизе пестицида или агрохимиката  (версия 2.4.3)""";"=""3""";"=""00:03:43""";"=""00:01:43""";"=""00:01:14""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003398) - Получение сведений из Акта о случае профессионального заболевания и санитарно-гигиенической характеристики условий труда работника (версия 2.4.3)""";"=""2""";"=""00:04:03""";"=""00:03:54""";"=""00:02:01""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003399) - Получение сведений из санитарно-эпидемиологических заключений о соответствии (несоответствии) проектной документации требованиям государственных санитарно-эпидемиологических правил и нормативов (версия 2.4.4)""";"=""4""";"=""00:04:42""";"=""00:02:26""";"=""00:01:10""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003402) - Получение сведений из санитарно-эпидемиологических заключений о соответствии (несоответствии) видов деятельности (работ, услуг) требованиям государственных санитарно-эпидемиологических правил и нормативов  (версия 2.4.3)""";"=""0""";"=""00:08:59""";"=""00:08:59""";"=""00:00:00""";"=""00:08:59""";
"=""Роспотребнадзор""";"=""(00-SID0003533) - Прием уведомлений о начале осуществления отдельных видов предпринимательской деятельности через ЕПГУ""";"=""3""";"=""00:14:04""";"=""00:12:17""";"=""00:04:41""";"=""00:12:17""";
"=""Роспотребнадзор""";"=""(00-SID0003641) - Получение справки о соответствии (несоответствии) жилых помещений (зданий) требованиям санитарного законодательства при оформлении опеки или попечительства""";"=""1""";"=""00:04:45""";"=""00:04:45""";"=""00:04:45""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003719) - Сведения о результатах проведения санитарно-карантинного контроля должностными лицами ФТС России (версия 2.4.4)""";"=""3""";"=""00:02:01""";"=""00:01:58""";"=""00:00:40""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003723) - Получение сведений из национального реестра свидетельств о государственной регистрации, выдаваемых в рамках Таможенного союза (версия 2.4.4)""";"=""2""";"=""00:04:23""";"=""00:03:45""";"=""00:02:11""";"=""00:00:00""";
"=""Роспотребнадзор""";"=""(00-SID0003794) - Данные из Единого реестра свидетельств о государственной регистрации Таможенного союза (российская часть)""";"=""0""";"=""00:08:59""";"=""00:08:59""";"=""00:00:00""";"=""00:08:59""";
"=""Росприроднадзор""";"=""(00-SID0003158) - Выдача разрешений на выбросы и сбросы загрязняющих веществ в окружающую среду (за исключением радиоактивных веществ), вредные физические воздействия на атмосферный воздух""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росприроднадзор""";"=""(00-SID0003684) - Предоставлвение сведений из документов Росприроднадзора""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росреестр""";"=""(00-SID0003564) - Сервис приема электронных заявлений, предоставления информации о ходе исполнения услуги и выдачи результатов оказания услуги в электронном виде""";"=""3""";"=""00:14:31""";"=""00:12:11""";"=""00:04:50""";"=""00:12:11""";
"=""Росреестр""";"=""(00-SID0003816) - Электронный сервис получения сведений о наложенных ограничениях на недвижимое имущество""";"=""1""";"=""00:19:22""";"=""00:14:53""";"=""00:19:22""";"=""00:14:53""";
"=""Росрыболовство""";"=""(00-SID0003570) - Электронный сервис передачи сведений о добыче (вылове) водных биоресурсов при освоении квот добычи (вылова)""";"=""9""";"=""00:05:13""";"=""00:02:16""";"=""00:00:34""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003571) - Электронный сервис передачи сведений из разрешений, выдаваемых административным органом Конвенции о международной торговле видами дикой фауны и флоры, находящимися под угрозой исчезновения (СИТЕС)""";"=""59""";"=""01:52:57""";"=""00:17:46""";"=""00:01:54""";"=""00:17:46""";
"=""Росрыболовство""";"(00-SID0003576) - Сервис по приему заявления с ЕПГУ «Государственная услуга по подготовке и принятию решения о предоставлении водных биоресурсов в пользование для осуществления рыболовства в научно-исследовательских и контрольных целях, в учебных и культурно-просветительских целях, а также в целях товарного рыбоводства, воспроизводства и акклиматизации водных биологических ресурсов»";"=""11""";"=""00:10:17""";"=""00:02:33""";"=""00:00:56""";"=""00:00:00""";
"=""Росрыболовство""";"(00-SID0003604) - Сервис Федерального агентства по рыболовству для приема заявления «Осуществление приема граждан, обеспечение своевременного и в полном объеме рассмотрения устных и письменных обращений граждан, принятие по ним решений и направление заявителям»";"=""8""";"=""00:07:42""";"=""00:02:23""";"=""00:00:57""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003614) - Сервис по приему заявления с Единого портала государственных услуг «Заключение договора пользования водными биологическими ресурсами, которые отнесены к объектам рыболовства и общий допустимый улов которых не устанавливается»""";"=""13""";"=""00:17:41""";"=""00:02:51""";"=""00:01:21""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003624) - Сервис по приему заявления с Единого портала государственных услуг «Предоставление информации, содержащейся в государственном рыбохозяйственном реестре»""";"=""8""";"=""00:09:28""";"=""00:02:32""";"=""00:01:11""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003646) - Сервис по приему заявления с Единого портала государственных услуг «Заключение договоров о предоставлении рыбопромыслового участка»""";"=""10""";"=""00:14:12""";"=""00:03:03""";"=""00:01:25""";"=""00:00:00""";
"=""Росрыболовство""";"(00-SID0003648) - Сервис подачи заявления с ЕПГУ на оказание государственной услуги по организации и проведению аукциона по продаже права на заключение договора о закреплении долей квот добычи (вылова) водных биологических ресурсов и (или) договора пользования водными биоресурсами при переходе права на добычу (вылов) водных биоресурсов от одного лица к другому лицу путем отчуждения";"=""11""";"=""00:06:34""";"=""00:02:16""";"=""00:00:35""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003662) - Электронный сервис предоставления заключения и скан-копии документа согласования размещения объекта.""";"=""9""";"=""00:11:24""";"=""00:03:34""";"=""00:01:16""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003676) - Сервис по приему заявления с Единого портала государственных услуг «Заключение договоров на искусственное воспроизводство водных биоресурсов»""";"=""10""";"=""00:12:15""";"=""00:02:32""";"=""00:01:13""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003686) - Сервис по приему заявления с Единого портала государственных услуг «Государственная услуга по выдаче, приостановлению действия и аннулированию разрешений на добычу (вылов) водных биологических ресурсов, а также внесению в них изменений»""";"=""9""";"=""00:12:24""";"=""00:02:33""";"=""00:01:22""";"=""00:00:00""";
"=""Росрыболовство""";"=""(00-SID0003769) - Сервис по приему заявления с ЕПГУ «Государственная услуга по распределению в установленном порядке между юридическими лицами и индивидуальными предпринимателями промышленных квот добычи (вылова) водных биологических ресурсов»""";"=""6""";"=""00:34:11""";"=""00:05:00""";"=""00:05:41""";"=""00:00:00""";
"=""Росрыболовство""";"(00-SID0003792) - Сервис по приему заявления с ЕПГУ «Государственная услуга по оформлению, выдаче и регистрации разрешения на экспорт и разрешения на импорт, сертификата на реэкспорт и сертификата на интродукцию из моря осетровых видов рыб и продукции из них, включая икру, а также внесения в них изменений»";"=""9""";"=""00:59:12""";"=""00:10:00""";"=""00:06:34""";"=""00:19:50""";
"=""Росрыболовство""";"(00-SID0003819) - Сервис по приему заявления с Единого портала государственных услуг «Государственная услуга по согласованию Федеральным агентством по рыболовству и его территориальными органами строительства и реконструкции объектов капитального строительства»";"=""9""";"=""00:58:46""";"=""00:09:59""";"=""00:06:31""";"=""00:19:25""";
"=""Россвязь""";"=""(00-SID0003037) - Прием заявлений""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россвязь""";"=""(00-SID0003119) - Сервис предоставления информации из реестра ресурсов нумерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россельхознадзор""";"(00-SID0003585) - Электронный сервис ""Сервис приема заявок с ЕПГУ для Россельхознадзора""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россельхознадзор""";"(00-SID0003629) - Электронный сервис ""Сведения  из разрешения Россельхознадзора при перевозке живых животных, пищевой продукции, продовольственного сырья, кормов и кормовых добавок по территории Российской Федерации, предназначенных для вывоза с территории Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россельхознадзор""";"(00-SID0003645) - Электронный сервис ""Сведения из заключений о целесообразности ввоза образцов незарегистрированных химических средств защиты растений для проведения регистрационных и производственных испытаний, а также ограниченного количества незарегистрированных химических средств защиты растений для ликвидации очагов выявленного карантинного вредного организма""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россельхознадзор""";"(00-SID0003675) - Электронный сервис ""Предоставление сведений о должнике, его имуществе""	";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россельхознадзор""";"(00-SID0003724) - Электронный сервис ""Электронный сервис по предоставлению информации для осуществления ветеринарного контроля в пунктах пропуска через государственную границу Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Россельхознадзор""";"(00-SID0003734) - Электронный сервис ""Электронный сервис по предоставлению информации для осуществления карантинного фитосанитраного контроля в пунктах пропуска через государственную границу Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росстандарт""";"=""(00-SID0003234) - Электронный сервис предоставления данных из сертификата об утверждении типа игрового автомата""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росстандарт""";"=""(00-SID0003239) - Электронный сервис предоставления данных по поверке средств измерений""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росстандарт""";"=""(00-SID0003265) - Электронный сервис предоставления сведений, подтверждающих утверждение типа средства измерений""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росстандарт""";"=""(00-SID0003266) - Электронный сервис предоставления данных из сертификата соответствия и сведений по одобрению типа транспортного средства""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росстандарт""";"=""(00-SID0003578) - Электронный сервис предоставления сведений, подтверждающих утверждение типа средства измерений""";"=""2""";"=""00:03:27""";"=""00:01:54""";"=""00:01:43""";"=""00:00:00""";
"=""Росстандарт""";"=""(00-SID0003579) - Сервис Росстандарта для приема заявления на предоставление информации из единого реестра зарегистрированных систем добровольной сертификации.""";"=""1""";"=""00:02:51""";"=""00:02:51""";"=""00:02:51""";"=""00:00:00""";
"=""Росстандарт""";"=""(00-SID0003586) - Электронный сервис предоставления данных по поверке средств измерений""";"=""1""";"=""00:00:19""";"=""00:00:19""";"=""00:00:19""";"=""00:00:00""";
"=""Росстандарт""";"=""(00-SID0003587) - Сервис Росстандарта для приема заявления на включение сведений в единый реестр зарегистрированных систем добровольной сертификации.""";"=""1""";"=""00:03:55""";"=""00:03:55""";"=""00:03:55""";"=""00:00:00""";
"=""Росстандарт""";"=""(00-SID0003592) - Электронный сервис предоставления сведений по одобрению типа транспортного средства""";"=""1""";"=""00:00:53""";"=""00:00:53""";"=""00:00:53""";"=""00:00:00""";
"=""Росстандарт""";"=""(00-SID0003595) - Электронный сервис предоставления данных из сертификата об утверждении типа игрового автомата""";"=""0""";"=""168:00:00""";"=""168:00:00""";"=""00:00:00""";"=""168:00:00""";
"=""Росстат""";"=""(00-SID0003038) - Предоставление официальной статистической информации по запросам граждан и организаций""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росстат""";"=""(00-SID0003706) - Сервис доступа БД БОО""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Росстат""";"=""(00-SID0003767) - Сведения из информационного письма территориального органа Федеральной службы государственной статистики по субъекту Российской Федерации об учете организации в Статистическом регистре Росстата""";"=""0""";"=""00:04:46""";"=""00:04:46""";"=""00:00:00""";"=""00:00:00""";
